Station,StationCode,Date,Time,Month,Year,Chla,Pheophytin,TotAlkalinity,DissAmmonia,DissBromide,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Program,SpecificConductance,pH,Temperature,DO,Turbidity,DissTKN
Fisherman's Cut,FCT,3/8/2017 0:00,NA,3,2017,1.17,0.56,NA,NA,0.04,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,161,7.53,11.8,NA,18.1,NA
Fisherman's Cut,FCT,4/12/2017 0:00,NA,4,2017,1.47,0.74,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,162,7.28,14.21,NA,9.9,NA
Fisherman's Cut,FCT,5/19/2017 0:00,NA,5,2017,1.24,0.5,NA,NA,0.02,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,109,7.75,17.08,NA,5.3,NA
Fisherman's Cut,FCT,6/22/2017 0:00,NA,6,2017,1.16,0.57,NA,NA,0.02,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,129,7.22,23.55,NA,4.6,NA
Fisherman's Cut,FCT,7/18/2017 0:00,NA,7,2017,10.22,3.02,NA,NA,0.02,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,131,7.62,24.11,NA,6.7,NA
Fisherman's Cut,FCT,8/18/2017 0:00,NA,8,2017,2.56,1.52,NA,NA,0.08,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,201.8,7.7,22.74,NA,7.42,NA
Fisherman's Cut,FCT,9/12/2017 0:00,NA,9,2017,2.39,0.76,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,171.5,7.69,23.71,NA,1.85,NA
Fisherman's Cut,FCT,10/11/2017 0:00,NA,10,2017,2.12,0.85,NA,NA,0.04,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,152.9,7.73,17.7,NA,4.15,NA
Fisherman's Cut,FCT,11/14/2017 0:00,NA,11,2017,1.17,0.5,NA,NA,0.05,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,175.3,7.5,15.45,NA,1.6,NA
Fisherman's Cut,FCT,12/12/2017 0:00,NA,12,2017,0.97,0.5,NA,NA,0.45,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,609,7.55,10.95,NA,2.24,NA
Fisherman's Cut,FCT,1/9/2018 0:00,NA,1,2018,1.38,0.5,NA,NA,0.46,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,648,7.71,10.14,NA,2.81,NA
Fisherman's Cut,FCT,2/7/2018 0:00,NA,2,2018,1.32,0.75,NA,NA,0.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,304.4,7.52,11.878,NA,3.42,NA
Fisherman's Cut,FCT,3/13/2018 0:00,NA,3,2018,4.17,1.15,NA,NA,0.1,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,327.3,7.55,13.082,NA,2.65,NA
Fisherman's Cut,FCT,4/11/2018 0:00,NA,4,2018,0.99,0.96,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,145.7,7.31,14.82,NA,8.48,NA
Fisherman's Cut,FCT,5/8/2018 0:00,NA,5,2018,2.11,0.59,NA,NA,0.06,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,225.4,7.76,18.91,NA,2.87,NA
Fisherman's Cut,FCT,6/5/2018 0:00,NA,6,2018,2.45,0.5,NA,NA,0.04,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,178,7.79,21.433,NA,2.54,NA
Fisherman's Cut,FCT,7/3/2018 0:00,NA,7,2018,2.45,0.5,NA,NA,0.04,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,171.9,7.86,22.67,NA,2.46,NA
Fisherman's Cut,FCT,7/24/2018 0:00,NA,7,2018,7.63,0.87,NA,NA,0.13,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,291.6,7.89,23.132,NA,3.26,NA
Fisherman's Cut,FCT,8/22/2018 0:00,NA,8,2018,2.09,0.71,NA,NA,0.5,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,765,7.96,21.863,NA,3.08,NA
Fisherman's Cut,FCT,9/26/2018 0:00,NA,9,2018,1.45,0.5,NA,NA,0.6,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,794,8,20.576,NA,2.2,NA
Fisherman's Cut,FCT,10/24/2018 0:00,NA,10,2018,1.64,0.5,NA,NA,0.37,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,623,7.68,17.322,NA,2.48,NA
Fisherman's Cut,FCT,12/6/2018 0:00,NA,12,2018,0.88,0.5,NA,NA,0.52,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,700,7.53,11.83,NA,2.35,NA
Fisherman's Cut,FCT,1/11/2019 0:00,NA,1,2019,0.98,0.7,NA,NA,0.45,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,671,7.62,9.252,NA,5.62,NA
Fisherman's Cut,FCT,2/6/2019 0:00,NA,2,2019,0.51,0.5,NA,NA,0.07,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,269.1,7.5,10.964,NA,9.21,NA
Fisherman's Cut,FCT,3/14/2019 0:00,NA,3,2019,0.76,0.5,NA,NA,0.04,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,182.7,7.39,11.2,NA,12.8,NA
Fisherman's Cut,FCT,4/16/2019 0:00,NA,4,2019,2.88,0.87,NA,NA,0.04,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,157.7,7.31,14.819,NA,9.35,NA
Fisherman's Cut,FCT,5/23/2019 0:00,NA,5,2019,0.68,0.5,NA,NA,0.03,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,140.2,7.51,16.646,NA,4.8,NA
Fisherman's Cut,FCT,6/18/2019 0:00,NA,6,2019,0.72,0.5,NA,NA,0.01,NA,5.29,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,95.9,7.47,21.971,NA,4.16,NA
Fisherman's Cut,FCT,7/17/2019 0:00,NA,7,2019,0.75,0.5,NA,NA,0.03,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,132.4,7.57,23.481,NA,3.85,NA
Fisherman's Cut,FCT,8/13/2019 0:00,NA,8,2019,2.25,1.05,NA,NA,0.06,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,182.3,7.52,23.754,NA,5.16,NA
Fisherman's Cut,FCT,9/17/2019 0:00,NA,9,2019,1.53,0.62,NA,NA,0.04,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,170.3,7.6,21.804,7.8,3.66,NA
Fisherman's Cut,FCT,10/30/2019 0:00,NA,10,2019,1.5,0.76,NA,NA,0.03,NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,150.2,7.68,14.827,9,4.39,NA
Fisherman's Cut,FCT,12/11/2019 0:00,NA,12,2019,0.5,0.55,NA,NA,0.28,NA,84.2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,443.2,7.47,11.551,9.23,4.02,NA
Fisherman's Cut,FCT,2/13/2020 0:00,NA,2,2020,2.16,0.59,NA,NA,0.115,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,331.1,7.66,11.134,10.35,5.32,NA
Fisherman's Cut,FCT,3/10/2020 0:00,NA,3,2020,2.84,1.02,NA,NA,0.1,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,330.2,7.38,14.019,9.82,3.65,NA
Fisherman's Cut,FCT,4/14/2020 0:00,NA,4,2020,1.99,0.73,NA,NA,0.06,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,WQES,234.2,7.52,15.906,9.29,2.87,NA
Fisherman's Cut,FCT,5/20/2020 0:00,NA,5,2020,1.18,0.78,NA,NA,0.06,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,WQES,225.7,7.53,20.002,8.25,3.34,NA
Fisherman's Cut,FCT,6/17/2020 0:00,NA,6,2020,2.16,1.09,NA,NA,0.06,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,WQES,212.3,7.71,21.219,8.46,6.98,NA
Fisherman's Cut,FCT,7/29/2020 0:00,NA,7,2020,6.8,1.11,NA,NA,0.23,NA,76.75,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,WQES,409.6,7.97,22.51,8.74,3.42,NA
Fisherman's Cut,FCT,9/3/2020 0:00,NA,9,2020,6.75,1.09,NA,NA,0.79,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,1047,7.87,21.65,8.44,4.32,NA
Fisherman's Cut,FCT,10/19/2020 0:00,NA,10,2020,1.98,0.92,NA,NA,0.82,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,WQES,1029,7.62,20.59,7.98,2.21,NA
Three Mile Slough,TSL,12/30/2009 0:00,NA,12,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,760,7.7,9.1,NA,13.1,NA
Three Mile Slough,TSL,1/25/2010 0:00,NA,1,2010,NA,NA,NA,NA,0.24,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,WQES,460,NA,9,NA,95.8,NA
Three Mile Slough,TSL,2/16/2010 0:00,NA,2,2010,NA,NA,NA,NA,0.05,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,WQES,236.5,7.7,12.3,NA,30,NA
Three Mile Slough,TSL,3/10/2010 0:00,NA,3,2010,NA,NA,NA,NA,0.04,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,WQES,220.8,7.86,11.7,NA,26.2,NA
Three Mile Slough,TSL,3/30/2010 0:00,NA,3,2010,NA,NA,NA,NA,0.05,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,WQES,255.2,8.05,15.6,NA,11.5,NA
Three Mile Slough,TSL,4/22/2010 0:00,NA,4,2010,NA,NA,NA,NA,0.04,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,WQES,236.5,7.89,15.9,NA,15.4,NA
Three Mile Slough,TSL,5/11/2010 0:00,NA,5,2010,NA,NA,NA,NA,0.05,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,WQES,229.1,8.46,16.7,NA,11.1,NA
Three Mile Slough,TSL,6/2/2010 0:00,NA,6,2010,NA,NA,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,182.4,7.9,19.1,NA,10.2,NA
Three Mile Slough,TSL,6/28/2010 0:00,NA,6,2010,NA,NA,NA,NA,0.02,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,144.2,7.77,22.4,NA,8.9,NA
Three Mile Slough,TSL,7/16/2010 0:00,NA,7,2010,NA,NA,NA,NA,0.14,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,WQES,277.7,7.99,21.8,NA,14.2,NA
Three Mile Slough,TSL,8/4/2010 0:00,NA,8,2010,NA,NA,NA,NA,0.19,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,341,7.95,21.3,NA,11.5,NA
Three Mile Slough,TSL,8/25/2010 0:00,NA,8,2010,NA,NA,NA,NA,0.46,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,649,7.87,22.1,NA,7.36,NA
Three Mile Slough,TSL,9/14/2010 0:00,NA,9,2010,NA,NA,NA,NA,1.08,NA,307,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,1239,8.03,20.1,NA,7.44,NA
Three Mile Slough,TSL,10/5/2010 0:00,NA,10,2010,NA,NA,NA,NA,0.7,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,900,8.04,20.6,NA,6.3,NA
Three Mile Slough,TSL,10/26/2010 0:00,NA,10,2010,NA,NA,NA,NA,0.72,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,996,7.89,17.4,NA,9.2,NA
Three Mile Slough,TSL,11/16/2010 0:00,NA,11,2010,NA,NA,NA,NA,0.22,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,408.9,7.78,15,NA,7.98,NA
Three Mile Slough,TSL,12/3/2010 0:00,NA,12,2010,NA,NA,NA,NA,0.17,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,WQES,315.6,7.71,9.6,NA,7.86,NA
Three Mile Slough,TSL,12/30/2010 0:00,NA,12,2010,NA,NA,NA,NA,0.01,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,WQES,139.8,7.68,9.7,NA,19.95,NA
Three Mile Slough,TSL,1/19/2011 0:00,NA,1,2011,NA,NA,NA,NA,0.02,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,184.1,7.69,9.4,NA,11.71,NA
Three Mile Slough,TSL,2/9/2011 0:00,NA,2,2011,NA,NA,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,213.2,7.94,9.8,NA,10.3,NA
Three Mile Slough,TSL,3/1/2011 0:00,NA,3,2011,NA,NA,NA,NA,0.02,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,WQES,183,7.65,9.7,NA,23.1,NA
Three Mile Slough,TSL,3/25/2011 0:00,NA,3,2011,NA,NA,NA,NA,0.03,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,WQES,154.5,7.77,11.1,NA,18.5,NA
Three Mile Slough,TSL,4/15/2011 0:00,NA,4,2011,NA,NA,NA,NA,0.02,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,WQES,156.1,7.76,14.1,NA,10.17,NA
Three Mile Slough,TSL,5/12/2011 0:00,NA,5,2011,NA,NA,NA,NA,0.01,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,115.2,7.8,16.5,NA,5.25,NA
Three Mile Slough,TSL,6/2/2011 0:00,NA,6,2011,NA,NA,NA,NA,0.03,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,153.4,7.79,17.3,NA,6.28,NA
Three Mile Slough,TSL,6/22/2011 0:00,NA,6,2011,NA,NA,NA,NA,0.02,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,123.6,7.61,21.8,NA,4.01,NA
Three Mile Slough,TSL,7/12/2011 0:00,NA,7,2011,NA,NA,NA,NA,0.01,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,112.8,7.59,22.5,NA,6.85,NA
Three Mile Slough,TSL,8/4/2011 0:00,NA,8,2011,NA,NA,NA,NA,0.04,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,WQES,160.6,7.91,21.4,NA,11,NA
Three Mile Slough,TSL,8/24/2011 0:00,NA,8,2011,NA,NA,NA,NA,0.07,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,WQES,217,7.86,22.3,NA,7.26,NA
Three Mile Slough,TSL,9/16/2011 0:00,NA,9,2011,NA,NA,NA,NA,0.06,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,188.9,7.93,21.3,NA,6.94,NA
Three Mile Slough,TSL,10/13/2011 0:00,NA,10,2011,NA,NA,NA,NA,0.03,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,WQES,160,7.75,18.4,NA,3.64,NA
Three Mile Slough,TSL,11/3/2011 0:00,NA,11,2011,NA,NA,NA,NA,0.04,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,WQES,159.6,7.87,15.9,NA,8.87,NA
Three Mile Slough,TSL,11/21/2011 0:00,NA,11,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,270.8,7.73,12.6,NA,7.45,NA
Three Mile Slough,TSL,11/23/2011 0:00,NA,11,2011,NA,NA,NA,NA,0.12,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,270.8,7.73,12.6,NA,7.45,NA
Three Mile Slough,TSL,12/14/2011 0:00,NA,12,2011,NA,NA,NA,NA,0.54,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,779,7.63,9.25,NA,6.62,NA
Three Mile Slough,TSL,1/11/2012 0:00,NA,1,2012,NA,NA,NA,NA,0.79,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,WQES,1005,7.63,8.9,NA,7.06,NA
Three Mile Slough,TSL,2/1/2012 0:00,NA,2,2012,NA,NA,NA,NA,0.1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,276.1,7.47,9.7,NA,23.2,NA
Three Mile Slough,TSL,2/24/2012 0:00,NA,2,2012,NA,NA,NA,NA,0.14,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,337,7.78,11.7,NA,11,NA
Three Mile Slough,TSL,3/15/2012 0:00,NA,3,2012,NA,NA,NA,NA,0.07,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,271,7.76,12.4,NA,9.89,NA
Three Mile Slough,TSL,4/6/2012 0:00,NA,4,2012,NA,NA,NA,NA,0.05,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,WQES,196.7,7.64,13.6,NA,21.885,NA
Three Mile Slough,TSL,4/25/2012 0:00,NA,4,2012,NA,NA,NA,NA,0.06,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,232.7,7.76,18.5,NA,10.3,NA
Three Mile Slough,TSL,5/18/2012 0:00,NA,5,2012,NA,NA,NA,NA,0.08,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,WQES,214.1,7.89,19.7,NA,9.73,NA
Three Mile Slough,TSL,6/7/2012 0:00,NA,6,2012,NA,NA,NA,NA,0.1,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,WQES,238.2,7.84,19.9,NA,14.2,NA
Three Mile Slough,TSL,6/27/2012 0:00,NA,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WQES,288.1,7.79,20.7,NA,11.8,NA
Three Mile Slough,TSL,8/1/2012 0:00,NA,8,2012,NA,NA,NA,NA,0.37,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,487.1,7.79,22.4,NA,8.62,NA
Three Mile Slough,TSL,8/28/2012 0:00,NA,8,2012,NA,NA,NA,NA,0.56,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,645,7.91,21.7,NA,7.11,NA
Three Mile Slough,TSL,9/26/2012 0:00,NA,9,2012,NA,NA,NA,NA,0.75,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,858,7.94,20.5,NA,5.5,NA
Three Mile Slough,TSL,10/18/2012 0:00,NA,10,2012,NA,NA,NA,NA,0.75,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,WQES,964,8.29,18.6,NA,13.9,NA
Three Mile Slough,TSL,11/7/2012 0:00,NA,11,2012,NA,NA,NA,NA,0.38,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,WQES,507,7.5,17,NA,12,NA
Three Mile Slough,TSL,12/4/2012 0:00,NA,12,2012,NA,NA,NA,NA,0.27,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,WQES,451.8,7.41,13.4,NA,35.5,NA
Three Mile Slough,TSL,12/19/2012 0:00,NA,12,2012,NA,NA,NA,NA,0.03,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,WQES,230.8,7.57,9.6,NA,19.9,NA
Three Mile Slough,TSL,1/8/2013 0:00,NA,1,2013,NA,NA,NA,NA,0.02,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,WQES,212.5,7.53,7.6,NA,26.8,NA
Three Mile Slough,TSL,2/1/2013 0:00,NA,2,2013,NA,NA,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,223,7.63,9.5,NA,11.6,NA
Three Mile Slough,TSL,2/21/2013 0:00,NA,2,2013,NA,NA,NA,NA,0.03,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,WQES,206.3,7.79,10.7,NA,6.3,NA
Three Mile Slough,TSL,3/13/2013 0:00,NA,3,2013,NA,NA,NA,NA,0.09,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,285.7,7.8,13.8,NA,6.53,NA
Three Mile Slough,TSL,4/3/2013 0:00,NA,4,2013,NA,NA,NA,NA,0.06,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,WQES,231.2,7.78,16.6,NA,5.93,NA
Three Mile Slough,TSL,4/16/2013 0:00,NA,4,2013,NA,NA,NA,NA,0.04,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,200,7.99,16.1,NA,10.03,NA
Three Mile Slough,TSL,5/22/2013 0:00,NA,5,2013,NA,NA,NA,NA,0.08,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,WQES,262.2,7.76,20,NA,14.3,NA
Three Mile Slough,TSL,6/10/2013 0:00,NA,6,2013,NA,NA,NA,NA,0.18,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,WQES,364.3,7.89,20.6,NA,16.5,NA
Three Mile Slough,TSL,7/3/2013 0:00,NA,7,2013,NA,NA,NA,NA,0.16,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,NA,7.96,25.8,NA,4.88,NA
Three Mile Slough,TSL,7/26/2013 0:00,NA,7,2013,NA,NA,NA,NA,0.22,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,384.3,7.7,21.7,NA,11.2,NA
Three Mile Slough,TSL,8/20/2013 0:00,NA,8,2013,NA,NA,NA,NA,0.8,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,867,7.93,23,NA,8.35,NA
Three Mile Slough,TSL,9/11/2013 0:00,NA,9,2013,NA,NA,NA,NA,0.75,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,1050,7.86,21.8,NA,7.58,NA
Three Mile Slough,TSL,10/4/2013 0:00,NA,10,2013,NA,NA,NA,NA,0.36,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,531,8.05,18.6,NA,9.07,NA
Three Mile Slough,TSL,10/21/2013 0:00,NA,10,2013,NA,NA,NA,NA,0.02,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,1016,7.67,17.7,NA,8.26,NA
Three Mile Slough,TSL,11/13/2013 0:00,NA,11,2013,NA,NA,NA,NA,0.65,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,WQES,917,7.59,14.5,NA,7.84,NA
Three Mile Slough,TSL,12/4/2013 0:00,NA,12,2013,NA,NA,NA,NA,1.06,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,WQES,1278,7.72,11.4,NA,7.78,NA
Three Mile Slough,TSL,12/23/2013 0:00,NA,12,2013,NA,NA,NA,NA,0.68,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,WQES,852,7.53,7.6,NA,11.4,NA
Three Mile Slough,TSL,1/15/2014 0:00,NA,1,2014,NA,NA,NA,NA,1.04,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,1308,7.45,9.2,NA,7.19,NA
Three Mile Slough,TSL,2/4/2014 0:00,NA,2,2014,NA,NA,NA,NA,1.64,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,1840,7.68,10.6,NA,8.11,NA
Three Mile Slough,TSL,3/6/2014 0:00,NA,3,2014,NA,NA,NA,NA,0.11,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,WQES,344,7.4,14.2,NA,15.7,NA
Three Mile Slough,TSL,3/25/2014 0:00,NA,3,2014,NA,NA,NA,NA,0.09,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,WQES,307.8,7.29,16,NA,14.2,NA
Three Mile Slough,TSL,4/16/2014 0:00,NA,4,2014,NA,NA,NA,NA,0.19,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,WQES,410,7.97,18.1,NA,13.1,NA
Three Mile Slough,TSL,5/7/2014 0:00,NA,5,2014,NA,NA,NA,NA,0.26,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,WQES,467.6,7.83,18.9,NA,15,NA
Three Mile Slough,TSL,5/28/2014 0:00,NA,5,2014,2.15,2.21,NA,0.05,0.6,NA,177,0.56,3.2,3.2,0.3,0.08,0.13,NA,NA,21,NA,0.5,WQES,829,8.01,20.9,NA,16.6,NA
Three Mile Slough,TSL,6/19/2014 0:00,NA,6,2014,2.33,1.17,NA,0.04,0.93,NA,258,0.35,2.2,2.4,0.2,0.06,0.12,NA,NA,17,NA,0.4,WQES,1085,7.8,22,NA,14.9,NA
Three Mile Slough,TSL,7/14/2014 0:00,NA,7,2014,3.27,1.56,NA,0.02,1.02,NA,323,0.3,2.3,2.4,0.2,0.08,0.11,NA,NA,12,NA,0.4,WQES,1284,7.92,23.2,NA,11,NA
Three Mile Slough,TSL,7/31/2014 0:00,NA,7,2014,3.16,1.47,NA,0.02,0.77,NA,230,0.3,2,2,0.2,0.08,0.12,NA,NA,11,NA,0.4,WQES,809,NA,NA,NA,9.88,NA
Three Mile Slough,TSL,8/20/2014 0:00,NA,8,2014,3.6,0.93,NA,0.01,0.48,NA,152,0.29,2.2,2.25,0.2,0.08,0.1,NA,NA,10,NA,0.3,WQES,686,8.01,22.7,NA,7.3,NA
Three Mile Slough,TSL,9/10/2014 0:00,NA,9,2014,5.76,1.35,NA,0.03,0.6,NA,190,0.22,2.1,2.3,0.2,0.08,0.1,NA,NA,10,NA,0.2,WQES,849,8.12,21.7,NA,8.12,NA
Three Mile Slough,TSL,10/1/2014 0:00,NA,10,2014,5.87,2.5,NA,0.06,0.94,NA,272,0.34,2.3,2.4,0.2,0.09,0.1,NA,NA,18,NA,0.4,WQES,1115,7.92,20.8,NA,12.4,NA
Three Mile Slough,TSL,10/22/2014 0:00,NA,10,2014,3.27,0.97,NA,0.05,0.71,NA,223,0.38,2.3,2.4,0.2,0.09,0.09,NA,NA,5,NA,0.2,WQES,953,7.81,20,NA,4.47,NA
